date,cosp,comp,tot1,tot2,p_cosp,p_comp
"2019-09-05","0","0","1197","1197","0","0"
"2019-09-06","0","0","1134","1134","0","0"
"2019-09-07","0","0","823","823","0","0"
"2019-09-08","0","0","725","725","0","0"
"2019-09-09","0","2","1216","1216","0","0.001644736842105263"
"2019-09-10","0","2","1241","1241","0","0.0016116035455278"
"2019-09-11","0","1","1248","1248","0","0.0008012820512820513"
"2019-09-12","0","0","1273","1273","0","0"
"2019-09-13","1","1","1139","1139","0.000877963125548727","0.000877963125548727"
"2019-09-14","0","0","840","840","0","0"
"2019-09-15","0","0","727","727","0","0"
"2019-09-16","1","2","1213","1213","0.0008244023083264633","0.0016488046166529267"
"2019-09-17","1","1","1317","1317","0.0007593014426727411","0.0007593014426727411"
"2019-09-18","0","1","1247","1247","0","0.0008019246190858059"
"2019-09-19","0","0","1310","1310","0","0"
"2019-09-20","0","1","1248","1248","0","0.0008012820512820513"
"2019-09-21","0","1","940","940","0","0.0010638297872340426"
"2019-09-22","0","0","801","801","0","0"
"2019-09-23","0","0","1330","1330","0","0"
"2019-09-24","0","1","1362","1362","0","0.0007342143906020558"
"2019-09-25","0","1","1342","1342","0","0.0007451564828614009"
"2019-09-26","0","2","1254","1254","0","0.001594896331738437"
"2019-09-27","0","2","1270","1270","0","0.0015748031496062992"
"2019-09-28","1","1","880","880","0.0011363636363636363","0.0011363636363636363"
"2019-09-29","0","2","846","846","0","0.002364066193853428"
"2019-09-30","2","5","1314","1314","0.0015220700152207","0.00380517503805175"
"2019-10-01","0","1","1397","1397","0","0.0007158196134574087"
"2019-10-02","1","1","1296","1296","0.0007716049382716049","0.0007716049382716049"
"2019-10-03","0","1","1266","1266","0","0.0007898894154818325"
"2019-10-04","1","2","1121","1121","0.0008920606601248885","0.001784121320249777"
"2019-10-05","0","1","788","788","0","0.0012690355329949238"
"2019-10-06","0","0","732","732","0","0"
"2019-10-07","2","2","1143","1143","0.0017497812773403325","0.0017497812773403325"
"2019-10-08","0","0","1154","1154","0","0"
"2019-10-09","0","1","1168","1168","0","0.0008561643835616438"
"2019-10-10","0","0","1226","1226","0","0"
"2019-10-11","0","0","1118","1118","0","0"
"2019-10-12","0","2","818","818","0","0.0024449877750611247"
"2019-10-13","0","0","759","759","0","0"
"2019-10-14","0","0","1143","1143","0","0"
"2019-10-15","0","1","1271","1271","0","0.0007867820613690008"
"2019-10-16","1","1","1185","1185","0.0008438818565400844","0.0008438818565400844"
"2019-10-17","0","0","1199","1199","0","0"
"2019-10-18","0","0","1186","1186","0","0"
"2019-10-19","1","1","808","808","0.0012376237623762376","0.0012376237623762376"
"2019-10-20","0","0","708","708","0","0"
"2019-10-21","0","1","1121","1121","0","0.0008920606601248885"
"2019-10-22","0","0","1276","1276","0","0"
"2019-10-23","0","0","1302","1302","0","0"
"2019-10-24","0","1","1299","1299","0","0.0007698229407236335"
"2019-10-25","0","0","1167","1167","0","0"
"2019-10-26","1","0","890","890","0.0011235955056179776","0"
"2019-10-27","0","0","746","746","0","0"
"2019-10-28","1","0","1156","1156","0.0008650519031141869","0"
"2019-10-29","0","0","1148","1148","0","0"
"2019-10-30","0","0","1258","1258","0","0"
"2019-10-31","0","1","1148","1148","0","0.0008710801393728223"
"2019-11-01","0","0","845","845","0","0"
"2019-11-02","0","2","730","730","0","0.0027397260273972603"
"2019-11-03","0","1","447","447","0","0.0022371364653243847"
"2019-11-04","0","1","1139","1139","0","0.000877963125548727"
"2019-11-05","0","0","1194","1194","0","0"
"2019-11-06","0","1","1249","1249","0","0.0008006405124099279"
"2019-11-07","0","2","1218","1218","0","0.0016420361247947454"
"2019-11-08","0","0","1211","1211","0","0"
"2019-11-09","0","2","751","751","0","0.002663115845539281"
"2019-11-10","0","1","750","750","0","0.0013333333333333333"
"2019-11-11","2","1","1105","1105","0.0018099547511312218","0.0009049773755656109"
"2019-11-12","0","0","1178","1178","0","0"
"2019-11-13","0","1","955","955","0","0.0010471204188481676"
"2019-11-14","0","1","1215","1215","0","0.0008230452674897119"
"2019-11-15","0","0","1069","1069","0","0"
"2019-11-16","0","1","744","744","0","0.0013440860215053765"
"2019-11-17","0","1","727","727","0","0.001375515818431912"
"2019-11-18","0","1","1113","1113","0","0.0008984725965858042"
"2019-11-19","0","2","1261","1261","0","0.0015860428231562252"
"2019-11-20","5","4","1157","1157","0.00432152117545376","0.003457216940363008"
"2019-11-21","0","1","1121","1121","0","0.0008920606601248885"
"2019-11-22","0","1","1207","1207","0","0.0008285004142502071"
"2019-11-23","0","1","816","816","0","0.0012254901960784314"
"2019-11-24","0","0","741","741","0","0"
"2019-11-25","0","1","1081","1081","0","0.0009250693802035153"
"2019-11-26","0","1","1263","1263","0","0.000791765637371338"
"2019-11-27","0","0","1245","1245","0","0"
"2019-11-28","0","1","1176","1176","0","0.0008503401360544217"
"2019-11-29","0","1","1171","1171","0","0.0008539709649871904"
"2019-11-30","0","0","665","665","0","0"
"2019-12-01","0","1","534","534","0","0.0018726591760299626"
"2019-12-02","1","1","1163","1163","0.0008598452278589854","0.0008598452278589854"
"2019-12-03","1","0","1204","1204","0.0008305647840531562","0"
"2019-12-04","0","1","1161","1161","0","0.0008613264427217916"
"2019-12-05","0","2","1213","1213","0","0.0016488046166529267"
"2019-12-06","0","3","1172","1172","0","0.002559726962457338"
"2019-12-07","0","0","837","837","0","0"
"2019-12-08","0","2","698","698","0","0.0028653295128939827"
"2019-12-09","0","0","1162","1162","0","0"
"2019-12-10","0","0","1181","1181","0","0"
"2019-12-11","0","2","1236","1236","0","0.0016181229773462784"
"2019-12-12","0","0","1186","1186","0","0"
"2019-12-13","0","1","1193","1193","0","0.0008382229673093043"
"2019-12-14","0","0","876","876","0","0"
"2019-12-15","0","0","791","791","0","0"
"2019-12-16","0","0","1268","1268","0","0"
"2019-12-17","2","0","1252","1252","0.001597444089456869","0"
"2019-12-18","0","3","1245","1245","0","0.0024096385542168677"
"2019-12-19","0","0","1273","1273","0","0"
"2019-12-20","0","1","1182","1182","0","0.0008460236886632825"
"2019-12-21","0","0","827","827","0","0"
"2019-12-22","0","3","712","712","0","0.004213483146067416"
"2019-12-23","0","0","1044","1044","0","0"
"2019-12-24","0","0","660","660","0","0"
"2019-12-25","0","0","399","399","0","0"
"2019-12-26","0","0","599","599","0","0"
"2019-12-27","0","1","949","949","0","0.001053740779768177"
"2019-12-28","0","0","709","709","0","0"
"2019-12-29","0","0","666","666","0","0"
"2019-12-30","0","1","876","876","0","0.001141552511415525"
"2019-12-31","0","1","642","642","0","0.001557632398753894"
"2020-01-01","0","0","603","603","0","0"
"2020-01-02","0","1","946","946","0","0.0010570824524312897"
"2020-01-03","0","1","921","921","0","0.0010857763300760044"
"2020-01-04","0","0","742","742","0","0"
"2020-01-05","0","0","714","714","0","0"
"2020-01-06","0","0","808","808","0","0"
"2020-01-07","0","0","1086","1086","0","0"
"2020-01-08","0","2","1123","1123","0","0.0017809439002671415"
"2020-01-09","0","0","1168","1168","0","0"
"2020-01-10","0","1","1197","1197","0","0.000835421888053467"
"2020-01-11","0","1","837","837","0","0.0011947431302270011"
"2020-01-12","0","2","708","708","0","0.002824858757062147"
"2020-01-13","0","0","1263","1263","0","0"
"2020-01-14","0","2","1409","1409","0","0.0014194464158978"
"2020-01-15","0","0","1382","1382","0","0"
"2020-01-16","1","3","1408","1408","0.0007102272727272727","0.002130681818181818"
"2020-01-17","0","1","1412","1412","0","0.000708215297450425"
"2020-01-18","0","2","956","956","0","0.0020920502092050207"
"2020-01-19","0","0","871","871","0","0"
"2020-01-20","0","0","1300","1300","0","0"
"2020-01-21","0","0","1351","1351","0","0"
"2020-01-22","0","0","1330","1330","0","0"
"2020-01-23","0","0","1340","1340","0","0"
"2020-01-24","1","0","1223","1223","0.0008176614881439084","0"
"2020-01-25","4","2","942","942","0.004246284501061571","0.0021231422505307855"
"2020-01-26","0","3","1030","1030","0","0.002912621359223301"
"2020-01-27","0","1","1239","1239","0","0.0008071025020177562"
"2020-01-28","1","2","1378","1378","0.000725689404934688","0.001451378809869376"
"2020-01-29","0","1","1371","1371","0","0.0007293946024799417"
"2020-01-30","1","4","1416","1416","0.0007062146892655367","0.002824858757062147"
"2020-01-31","1","4","1223","1223","0.0008176614881439084","0.003270645952575634"
"2020-02-01","0","1","903","903","0","0.0011074197120708748"
"2020-02-02","1","2","831","831","0.0012033694344163659","0.0024067388688327317"
"2020-02-03","1","3","1200","1200","0.0008333333333333334","0.0025"
"2020-02-04","2","2","1239","1239","0.0016142050040355124","0.0016142050040355124"
"2020-02-05","1","2","1221","1221","0.000819000819000819","0.001638001638001638"
"2020-02-06","0","1","1271","1271","0","0.0007867820613690008"
"2020-02-07","0","3","1329","1329","0","0.002257336343115124"
"2020-02-08","0","0","1077","1077","0","0"
"2020-02-09","0","2","870","870","0","0.0022988505747126436"
"2020-02-10","0","1","1320","1320","0","0.0007575757575757576"
"2020-02-11","0","3","1436","1436","0","0.0020891364902506965"
"2020-02-12","1","1","1457","1457","0.0006863417982155113","0.0006863417982155113"
"2020-02-13","0","5","1362","1362","0","0.003671071953010279"
"2020-02-14","1","3","1349","1349","0.0007412898443291327","0.002223869532987398"
"2020-02-15","0","1","827","827","0","0.0012091898428053204"
"2020-02-16","1","0","789","789","0.0012674271229404308","0"
"2020-02-17","0","2","1283","1283","0","0.001558846453624318"
"2020-02-18","1","1","1539","1539","0.000649772579597141","0.000649772579597141"
"2020-02-19","0","0","1470","1470","0","0"
"2020-02-20","0","4","1542","1542","0","0.0025940337224383916"
"2020-02-21","0","1","1566","1566","0","0.0006385696040868455"
"2020-02-22","0","6","1074","1074","0","0.00558659217877095"
"2020-02-23","0","3","1022","1022","0","0.0029354207436399216"
"2020-02-24","1","5","1666","1666","0.0006002400960384153","0.003001200480192077"
"2020-02-25","0","4","1590","1590","0","0.0025157232704402514"
"2020-02-26","0","3","1604","1604","0","0.0018703241895261845"
"2020-02-27","2","5","1814","1814","0.0011025358324145535","0.0027563395810363835"
"2020-02-28","0","0","1607","1607","0","0"
"2020-02-29","0","2","1113","1113","0","0.0017969451931716084"
"2020-03-01","0","1","1010","1010","0","0.0009900990099009901"
"2020-03-02","0","2","1706","1706","0","0.0011723329425556857"
"2020-03-03","1","5","1700","1700","0.000588235294117647","0.0029411764705882353"
"2020-03-04","2","4","1663","1663","0.0012026458208057728","0.0024052916416115455"
"2020-03-05","1","1","1610","1610","0.0006211180124223603","0.0006211180124223603"
"2020-03-06","0","3","1502","1502","0","0.0019973368841544607"
"2020-03-07","0","0","1094","1094","0","0"
"2020-03-08","0","0","1134","1134","0","0"
"2020-03-09","1","3","1612","1612","0.0006203473945409429","0.0018610421836228288"
"2020-03-10","0","4","1729","1729","0","0.002313475997686524"
"2020-03-11","0","3","1757","1757","0","0.001707455890722823"
"2020-03-12","0","4","1748","1748","0","0.002288329519450801"
"2020-03-13","2","2","1732","1732","0.0011547344110854503","0.0011547344110854503"
"2020-03-14","1","3","1226","1226","0.0008156606851549756","0.0024469820554649264"
"2020-03-15","0","5","1138","1138","0","0.004393673110720563"
"2020-03-16","0","3","1782","1782","0","0.0016835016835016834"
"2020-03-17","1","4","1866","1866","0.0005359056806002144","0.0021436227224008574"
"2020-03-18","0","4","1763","1763","0","0.0022688598979013048"
"2020-03-19","0","6","1724","1724","0","0.0034802784222737818"
"2020-03-20","1","3","1616","1616","0.0006188118811881188","0.0018564356435643563"
"2020-03-21","0","2","1160","1160","0","0.0017241379310344827"
"2020-03-22","2","7","943","943","0.0021208907741251328","0.007423117709437964"
"2020-03-23","1","8","1583","1583","0.0006317119393556538","0.00505369551484523"
"2020-03-24","0","6","1553","1553","0","0.0038634900193174502"
"2020-03-25","5","18","1632","1632","0.0030637254901960784","0.011029411764705883"
"2020-03-26","0","5","1565","1565","0","0.003194888178913738"
"2020-03-27","1","7","1543","1543","0.0006480881399870382","0.004536616979909268"
"2020-03-28","1","6","1054","1054","0.0009487666034155598","0.0056925996204933585"
"2020-03-29","0","1","939","939","0","0.0010649627263045794"
"2020-03-30","4","12","1618","1618","0.002472187886279357","0.007416563658838072"
"2020-03-31","1","2","1692","1692","0.000591016548463357","0.001182033096926714"
"2020-04-01","0","3","1616","1616","0","0.0018564356435643563"
"2020-04-02","0","6","1544","1544","0","0.0038860103626943004"
"2020-04-03","1","2","1392","1392","0.0007183908045977011","0.0014367816091954023"
"2020-04-04","0","3","960","960","0","0.003125"
"2020-04-05","0","4","853","853","0","0.004689331770222743"
"2020-04-06","3","8","1488","1488","0.0020161290322580645","0.005376344086021506"
"2020-04-07","1","7","1571","1571","0.0006365372374283895","0.004455760661998727"
"2020-04-08","1","4","1448","1448","0.0006906077348066298","0.0027624309392265192"
"2020-04-09","1","4","1383","1383","0.0007230657989877079","0.0028922631959508315"
"2020-04-10","0","4","1332","1332","0","0.003003003003003003"
"2020-04-11","0","0","1017","1017","0","0"
"2020-04-12","0","0","810","810","0","0"
"2020-04-13","0","4","1014","1014","0","0.0039447731755424065"
"2020-04-14","0","4","1521","1521","0","0.0026298487836949377"
"2020-04-15","0","7","1838","1838","0","0.003808487486398259"
"2020-04-16","4","8","1862","1862","0.0021482277121374865","0.004296455424274973"
"2020-04-17","2","11","1644","1644","0.0012165450121654502","0.006690997566909975"
"2020-04-18","2","8","1235","1235","0.0016194331983805667","0.006477732793522267"
"2020-04-19","2","2","1056","1056","0.001893939393939394","0.001893939393939394"
"2020-04-20","4","9","1747","1747","0.0022896393817973667","0.005151688609044075"
"2020-04-21","3","8","1813","1813","0.001654715940430226","0.00441257584114727"
"2020-04-22","3","8","1882","1882","0.001594048884165781","0.004250797024442083"
"2020-04-23","4","10","1683","1683","0.0023767082590612004","0.0059417706476530005"
"2020-04-24","0","4","1562","1562","0","0.002560819462227913"
"2020-04-25","1","2","1113","1113","0.0008984725965858042","0.0017969451931716084"
"2020-04-26","2","5","1089","1089","0.0018365472910927456","0.004591368227731864"
"2020-04-27","0","9","1740","1740","0","0.005172413793103448"
"2020-04-28","3","9","1838","1838","0.001632208922742111","0.004896626768226333"
"2020-04-29","1","8","1866","1866","0.0005359056806002144","0.004287245444801715"
"2020-04-30","0","4","1843","1843","0","0.002170374389582203"
"2020-05-01","1","2","980","980","0.0010204081632653062","0.0020408163265306124"
"2020-05-02","0","4","1182","1182","0","0.00338409475465313"
"2020-05-03","0","3","1100","1100","0","0.0027272727272727275"
"2020-05-04","1","4","1774","1774","0.0005636978579481398","0.002254791431792559"
"2020-05-05","1","7","1762","1762","0.0005675368898978433","0.003972758229284903"
"2020-05-06","1","10","1820","1820","0.0005494505494505495","0.005494505494505495"
"2020-05-07","1","3","1819","1819","0.0005497526113249038","0.0016492578339747114"
"2020-05-08","3","11","1813","1813","0.001654715940430226","0.006067291781577496"
"2020-05-09","2","4","1259","1259","0.0015885623510722795","0.003177124702144559"
"2020-05-10","1","3","1037","1037","0.0009643201542912247","0.0028929604628736743"
"2020-05-11","1","10","1777","1777","0.0005627462014631402","0.005627462014631401"
"2020-05-12","3","7","1842","1842","0.0016286644951140066","0.003800217155266015"
"2020-05-13","0","4","1864","1864","0","0.002145922746781116"
"2020-05-14","2","6","1689","1689","0.0011841326228537595","0.003552397868561279"
"2020-05-15","1","3","1573","1573","0.0006357279084551812","0.0019071837253655435"
"2020-05-16","0","6","1026","1026","0","0.005847953216374269"
"2020-05-17","0","3","1067","1067","0","0.0028116213683223993"
"2020-05-18","2","5","1798","1798","0.0011123470522803114","0.0027808676307007787"
"2020-05-19","1","12","1811","1811","0.0005521811154058532","0.006626173384870237"
"2020-05-20","1","6","1866","1866","0.0005359056806002144","0.003215434083601286"
"2020-05-21","1","4","2066","2066","0.000484027105517909","0.001936108422071636"
"2020-05-22","1","1","1950","1950","0.0005128205128205128","0.0005128205128205128"
"2020-05-23","1","4","1338","1338","0.0007473841554559044","0.0029895366218236174"
"2020-05-24","1","3","1144","1144","0.0008741258741258741","0.0026223776223776225"
"2020-05-25","0","1","1886","1886","0","0.0005302226935312832"
"2020-05-26","0","13","1984","1984","0","0.00655241935483871"
"2020-05-27","1","10","1901","1901","0.0005260389268805891","0.0052603892688058915"
"2020-05-28","0","6","1912","1912","0","0.0031380753138075313"
"2020-05-29","1","9","1813","1813","0.0005515719801434088","0.004964147821290678"
"2020-05-30","0","3","1272","1272","0","0.0023584905660377358"
"2020-05-31","0","4","1128","1128","0","0.0035460992907801418"
"2020-06-01","2","13","1798","1798","0.0011123470522803114","0.007230255839822024"
"2020-06-02","2","4","1408","1408","0.0014204545454545455","0.002840909090909091"
"2020-06-03","0","6","1998","1998","0","0.003003003003003003"
"2020-06-04","0","6","1847","1847","0","0.0032485110990795887"
"2020-06-05","0","10","1936","1936","0","0.005165289256198347"
"2020-06-06","0","4","1245","1245","0","0.00321285140562249"
"2020-06-07","0","4","1155","1155","0","0.003463203463203463"
"2020-06-08","0","8","1784","1784","0","0.004484304932735426"
"2020-06-09","2","6","1851","1851","0.0010804970286331713","0.0032414910858995136"
"2020-06-10","0","5","1996","1996","0","0.00250501002004008"
"2020-06-11","3","4","1867","1867","0.0016068559185859668","0.0021424745581146223"
"2020-06-12","0","3","1802","1802","0","0.001664816870144284"
"2020-06-13","0","7","1237","1237","0","0.005658852061438965"
"2020-06-14","2","5","1077","1077","0.0018570102135561746","0.004642525533890436"
"2020-06-15","1","8","1929","1929","0.0005184033177812338","0.00414722654224987"
"2020-06-16","0","3","1782","1782","0","0.0016835016835016834"
"2020-06-17","0","5","2005","2005","0","0.0024937655860349127"
"2020-06-18","1","2","1977","1977","0.0005058168942842691","0.0010116337885685382"
"2020-06-19","1","3","1910","1910","0.0005235602094240838","0.0015706806282722514"
"2020-06-20","0","3","1307","1307","0","0.0022953328232593728"
"2020-06-21","0","4","1070","1070","0","0.003738317757009346"
"2020-06-22","1","2","1851","1851","0.0005402485143165856","0.0010804970286331713"
"2020-06-23","1","7","1794","1794","0.0005574136008918618","0.0039018952062430325"
"2020-06-24","0","1","1950","1950","0","0.0005128205128205128"
"2020-06-25","2","1","1864","1864","0.001072961373390558","0.000536480686695279"
"2020-06-26","0","2","1756","1756","0","0.0011389521640091116"
"2020-06-27","0","3","1258","1258","0","0.0023847376788553257"
"2020-06-28","2","3","1182","1182","0.001692047377326565","0.0025380710659898475"
"2020-06-29","0","4","1687","1687","0","0.0023710729104919974"
"2020-06-30","2","3","1893","1893","0.0010565240359218173","0.001584786053882726"
"2020-07-01","0","2","1874","1874","0","0.0010672358591248667"
"2020-07-02","0","1","1837","1837","0","0.0005443658138268917"
"2020-07-03","0","14","1721","1721","0","0.008134805345729227"
"2020-07-04","0","3","1285","1285","0","0.0023346303501945525"
"2020-07-05","0","4","1112","1112","0","0.0035971223021582736"
"2020-07-06","0","2","1748","1748","0","0.0011441647597254005"
"2020-07-07","2","7","2337","2337","0.0008557980316645272","0.002995293110825845"
"2020-07-08","0","4","2274","2274","0","0.001759014951627089"
"2020-07-09","1","5","2167","2167","0.00046146746654360867","0.0023073373327180432"
"2020-07-10","0","4","2125","2125","0","0.0018823529411764706"
"2020-07-11","1","3","1457","1457","0.0006863417982155113","0.002059025394646534"
"2020-07-12","0","3","1314","1314","0","0.00228310502283105"
"2020-07-13","0","2","2066","2066","0","0.000968054211035818"
"2020-07-14","0","2","2034","2034","0","0.0009832841691248771"
"2020-07-15","2","1","2275","2275","0.0008791208791208791","0.00043956043956043956"
"2020-07-16","1","3","2163","2163","0.0004623208506703652","0.0013869625520110957"
"2020-07-17","2","3","2127","2127","0.0009402914903620122","0.0014104372355430183"
"2020-07-18","0","2","1383","1383","0","0.0014461315979754157"
"2020-07-19","0","0","1306","1306","0","0"
"2020-07-20","1","4","2050","2050","0.0004878048780487805","0.001951219512195122"
"2020-07-21","3","4","2233","2233","0.0013434841021047917","0.0017913121361397223"
"2020-07-22","3","6","2250","2250","0.0013333333333333333","0.0026666666666666666"
"2020-07-23","0","8","2048","2048","0","0.00390625"
"2020-07-24","0","0","1490","1490","0","0"
"2020-07-25","0","1","129","129","0","0.007751937984496124"
"2020-07-26","0","1","151","151","0","0.006622516556291391"
"2020-07-27","1","2","272","272","0.003676470588235294","0.007352941176470588"
"2020-07-28","4","2","545","545","0.007339449541284404","0.003669724770642202"
"2020-07-29","9","7","1624","1624","0.005541871921182266","0.004310344827586207"
"2020-07-30","2","7","2021","2021","0.0009896091044037606","0.0034636318654131617"
"2020-07-31","1","6","2127","2127","0.0004701457451810061","0.0028208744710860366"
"2020-08-01","5","6","1573","1573","0.003178639542275906","0.003814367450731087"
"2020-08-02","1","0","1273","1273","0.0007855459544383347","0"
"2020-08-03","2","7","2048","2048","0.0009765625","0.00341796875"
"2020-08-04","1","1","1398","1398","0.000715307582260372","0.000715307582260372"
"2020-08-05","0","1","255","255","0","0.00392156862745098"
"2020-08-06","0","0","415","415","0","0"
"2020-08-07","0","1","741","741","0","0.001349527665317139"
"2020-08-08","1","1","1479","1479","0.000676132521974307","0.000676132521974307"
"2020-08-09","0","1","1466","1466","0","0.0006821282401091405"
"2020-08-10","1","2","1993","1993","0.0005017561465127947","0.0010035122930255895"
"2020-08-11","1","4","1979","1979","0.0005053057099545225","0.00202122283981809"
"2020-08-12","2","6","1847","1847","0.0010828370330265296","0.0032485110990795887"
"2020-08-13","0","3","1798","1798","0","0.0016685205784204673"
"2020-08-14","0","2","1730","1730","0","0.0011560693641618498"
"2020-08-15","2","1","1072","1072","0.0018656716417910447","0.0009328358208955224"
"2020-08-16","2","7","1163","1163","0.0017196904557179708","0.0060189165950128975"
"2020-08-17","1","3","1848","1848","0.0005411255411255411","0.0016233766233766235"
"2020-08-18","1","0","1839","1839","0.000543773790103317","0"
"2020-08-19","0","4","1864","1864","0","0.002145922746781116"
"2020-08-20","3","11","1856","1856","0.0016163793103448276","0.005926724137931034"
"2020-08-21","0","5","1862","1862","0","0.0026852846401718583"
"2020-08-22","0","2","1384","1384","0","0.001445086705202312"
"2020-08-23","0","0","1318","1318","0","0"
"2020-08-24","1","6","1896","1896","0.0005274261603375527","0.0031645569620253164"
"2020-08-25","0","9","2105","2105","0","0.004275534441805225"
"2020-08-26","1","6","2039","2039","0.0004904364884747426","0.0029426189308484553"
"2020-08-27","0","3","2230","2230","0","0.0013452914798206279"
"2020-08-28","0","4","2178","2178","0","0.0018365472910927456"
"2020-08-29","0","0","1583","1583","0","0"
"2020-08-30","0","9","1358","1358","0","0.0066273932253313695"
"2020-08-31","2","3","2205","2205","0.0009070294784580499","0.0013605442176870747"
"2020-09-01","5","11","2479","2479","0.002016942315449778","0.004437273093989512"
