S21_1,S21_2,S21_3,S21_4,D38_01_W9,D38_02_W9,D38_03_W9,D38_04_W9,gender,ANNO,AMP,zgp5,scolarita,D4_post,D38_post_01,D38_post_02,D38_post_03,D38_post_04,moon1,vacc1,stam1,chem1,moon2,vacc2,stam2,chem2,consp1,consp2,moon1_b,vacc1_b,stam1_b,chem1_b,moon2_b,vacc2_b,stam2_b,chem2_b,moon1_c,vacc1_c,stam1_c,chem1_c,moon2_c,vacc2_c,stam2_c,chem2_c,diff_moon,diff_vacc,diff_stam,diff_chem,anno2,age,titstu,sindes,stealth1,stealth2,stealth3,stealth4,stealth
6,9,8,7,2,2,3,2,2,1970,3,5,5,6,1,6,8,1,1,1,2,1,0,5,7,0,1.25,3,0,0,0,0,0,0,1,0,1,1,1,1,0,1,2,0,-1,4,5,-1,1970,50,Media,C,6,9,8,7,7.5
9,8,9,10,7,8,9,7,2,1972,1,4,2,13,12,12,12,12,6,7,8,6,,,,,6.75,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,1972,48,Bassa,NC,9,8,9,10,9
6,3,4,4,1,8,4,1,,,,,,,,,,,0,7,3,0,,,,,2.5,,0,1,0,0,,,,,0,2,1,0,,,,,,,,,,,,,6,3,4,4,4.25
9,6,9,7,1,1,1,1,2,1990,3,2,9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,30,Alta,Csx,9,6,9,7,7.75
7,9,9,7,8,10,9,11,1,1989,4,5,6,,,,,,7,9,8,10,,,,,8.5,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,1989,31,Alta,,7,9,9,7,8
3,10,1,1,5,6,2,8,1,1964,2,1,5,13,6,6,6,6,4,5,1,7,5,5,5,5,4.25,5,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,1,0,4,-2,1964,56,Media,NC,3,10,1,1,3.75
8,8,2,10,1,1,2,1,2,1957,3,2,5,,,,,,0,0,1,0,,,,,0.25,,0,0,0,0,,,,,0,0,1,0,,,,,,,,,1957,63,Media,,8,8,2,10,7
7,5,5,5,5,6,5,4,1,1987,4,3,8,4,3,6,8,6,4,5,4,3,2,5,7,5,4,4.75,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,-2,0,3,2,1987,33,Alta,Csx,7,5,5,5,5.5
7,3,7,7,7,6,11,10,1,1964,3,2,2,10,7,6,11,7,6,5,10,9,6,5,10,6,7.5,6.75,1,0,1,1,1,0,1,1,2,1,2,2,2,1,2,2,0,0,0,-3,1964,56,Bassa,Dx,7,3,7,7,6
6,8,3,11,1,1,6,1,2,1962,3,5,5,1,1,1,1,1,0,0,5,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5,0,1962,58,Media,Sx,6,8,3,11,7
6,6,8,6,4,4,4,3,2,1977,4,1,5,12,1,1,2,1,3,3,3,2,0,0,1,0,2.75,0.25,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-3,-3,-2,-2,1977,43,Media,,6,6,8,6,6.5
4,4,8,7,12,3,1,12,1,1973,2,1,5,1,3,1,1,1,,2,0,,2,0,0,0,,0.5,,0,0,,0,0,0,0,,1,0,,1,0,0,0,,-2,0,,1973,47,Media,Sx,4,4,8,7,5.75
1,11,11,1,1,1,12,1,2,1966,4,2,5,6,1,1,6,1,0,0,,0,0,0,5,0,,1.25,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,1966,54,Media,C,1,11,11,1,6
11,6,11,10,11,11,11,11,2,1963,5,3,5,11,8,1,5,6,10,10,10,10,7,0,4,5,10,4,1,1,1,1,1,0,0,0,2,2,2,2,2,0,1,1,-3,-10,-6,-5,1963,57,Media,Dx,11,6,11,10,9.5
9,7,11,11,1,1,1,1,1,1946,4,5,9,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,74,Alta,Dx,9,7,11,11,9.5
10,9,7,10,2,9,8,1,,,,,,,,,,,1,8,7,0,,,,,4,,0,1,1,0,,,,,1,2,2,0,,,,,,,,,,,,,10,9,7,10,9
1,1,1,1,1,1,11,1,,,,,,,,,,,0,0,10,0,,,,,2.5,,0,0,1,0,,,,,0,0,2,0,,,,,,,,,,,,,1,1,1,1,1
7,5,10,5,2,10,11,2,,,,,,,,,,,1,9,10,1,,,,,5.25,,0,1,1,0,,,,,1,2,2,1,,,,,,,,,,,,,7,5,10,5,6.75
9,9,10,9,1,1,1,1,1,1944,6,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,76,Bassa,Sx,9,9,10,9,9.25
4,2,7,5,6,2,8,6,2,1979,3,1,2,13,1,1,7,2,5,1,7,5,0,0,6,1,4.5,1.75,0,0,1,0,0,0,1,0,1,1,2,1,0,0,2,1,-5,-1,-1,-4,1979,41,Bassa,NC,4,2,7,5,4.5
9,9,4,6,5,3,4,2,2,1945,6,1,5,9,2,2,1,1,4,2,3,1,1,1,0,0,2.5,0.5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,-3,-1,-3,-1,1945,75,Media,Cdx,9,9,4,6,7
3,4,7,3,6,6,6,6,2,1969,3,4,5,,,,,,5,5,5,5,,,,,5,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,1969,51,Media,,3,4,7,3,4.25
8,6,8,8,1,5,12,1,1,1948,2,3,5,5,1,3,4,1,0,4,,0,0,2,3,0,,1.25,0,0,,0,0,0,0,0,0,1,,0,0,1,1,0,0,-2,,0,1948,72,Media,Csx,8,6,8,8,7.5
6,7,9,6,8,10,11,9,2,1966,5,2,5,12,4,8,11,1,7,9,10,8,3,7,10,0,8.5,5,1,1,1,1,0,1,1,0,2,2,2,2,1,2,2,0,-4,-2,0,-8,1966,54,Media,,6,7,9,6,7
1,1,1,1,6,6,4,1,1,1976,1,4,2,6,1,1,1,1,5,5,3,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-5,-5,-3,0,1976,44,Bassa,C,1,1,1,1,1
10,7,1,4,1,3,10,4,,,,,,,,,,,0,2,9,3,,,,,3.5,,0,0,1,0,,,,,0,1,2,1,,,,,,,,,,,,,10,7,1,4,5.5
12,12,10,12,1,1,1,1,2,1984,3,3,9,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1984,36,Alta,,,,10,,
7,8,11,7,1,4,11,2,2,1976,2,4,9,1,1,1,6,1,0,3,10,1,0,0,5,0,3.5,1.25,0,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,-3,-5,-1,1976,44,Alta,Sx,7,8,11,7,8.25
6,5,7,4,5,6,4,5,,,,,,,,,,,4,5,3,4,,,,,4,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,6,5,7,4,5.5
1,1,9,1,6,11,7,9,1,1969,5,2,5,8,6,10,6,6,5,10,6,8,5,9,5,5,7.25,6,0,1,1,1,0,1,0,0,1,2,2,2,1,2,1,1,0,-1,-1,-3,1969,51,Media,Cdx,1,1,9,1,3
1,1,1,1,1,1,1,6,,,,,,,,,,,0,0,0,5,,,,,1.25,,0,0,0,0,,,,,0,0,0,1,,,,,,,,,,,,,1,1,1,1,1
2,2,8,2,9,9,9,9,1,1985,4,3,5,,,,,,8,8,8,8,,,,,8,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,1985,35,Media,,2,2,8,2,3.5
11,11,11,11,7,7,7,7,,,,,,,,,,,6,6,6,6,,,,,6,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,11,11,11,11,11
6,7,7,3,2,4,6,2,1,1964,6,5,5,6,4,5,8,1,1,3,5,1,3,4,7,0,2.5,3.5,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,2,1,2,-1,1964,56,Media,C,6,7,7,3,5.75
3,1,4,3,7,1,8,5,,,,,,,,,,,6,0,7,4,,,,,4.25,,1,0,1,0,,,,,2,0,2,1,,,,,,,,,,,,,3,1,4,3,2.75
11,11,7,11,4,4,4,1,,,,,,,,,,,3,3,3,0,,,,,2.25,,0,0,0,0,,,,,1,1,1,0,,,,,,,,,,,,,11,11,7,11,10
7,2,10,3,2,5,7,6,1,1968,4,1,9,9,1,3,12,1,1,4,6,5,0,2,,0,4,,0,0,1,0,0,0,,0,1,1,2,1,0,1,,0,-1,-2,,-5,1968,52,Alta,Cdx,7,2,10,3,5.5
4,9,6,6,1,3,8,1,2,1948,5,5,4,4,1,3,12,1,0,2,7,0,0,2,,0,2.25,,0,0,1,0,0,0,,0,0,1,2,0,0,1,,0,0,0,,0,1948,72,Media,Csx,4,9,6,6,6.25
10,11,3,3,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,10,11,3,3,6.75
12,12,12,12,12,12,12,12,2,1992,6,4,2,2,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,28,Bassa,Sx,,,,,
7,7,7,6,3,1,3,3,,,,,,,,,,,2,0,2,2,,,,,1.5,,0,0,0,0,,,,,1,0,1,1,,,,,,,,,,,,,7,7,7,6,6.75
6,1,11,11,3,9,11,4,,,,,,,,,,,2,8,10,3,,,,,5.75,,0,1,1,0,,,,,1,2,2,1,,,,,,,,,,,,,6,1,11,11,7.25
11,1,1,1,1,6,9,5,1,1948,3,1,1,5,1,2,4,7,0,5,8,4,0,1,3,6,4.25,2.5,0,0,1,0,0,0,0,1,0,1,2,1,0,1,1,2,0,-4,-5,2,1948,72,Bassa,Csx,11,1,1,1,3.5
6,1,1,1,1,1,1,1,2,1949,1,4,2,6,1,4,5,1,0,0,0,0,0,3,4,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,1949,71,Bassa,C,6,1,1,1,2.25
10,3,4,12,2,2,12,2,,,,,,,,,,,1,1,,1,,,,,,,0,0,,0,,,,,1,1,,1,,,,,,,,,,,,,10,3,4,,
4,1,5,1,5,11,11,9,,,,,,,,,,,4,10,10,8,,,,,8,,0,1,1,1,,,,,1,2,2,2,,,,,,,,,,,,,4,1,5,1,2.75
1,1,4,1,6,1,1,1,2,1947,3,2,2,8,9,5,7,2,5,0,0,0,8,4,6,1,1.25,4.75,0,0,0,0,1,0,1,0,1,0,0,0,2,1,2,1,3,4,6,1,1947,73,Bassa,Cdx,1,1,4,1,1.75
8,8,6,8,1,8,6,1,1,1973,2,5,5,5,1,4,1,1,0,7,5,0,0,3,0,0,3,0.75,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,-4,-5,0,1973,47,Media,Csx,8,8,6,8,7.5
10,11,11,7,6,7,6,9,2,1975,2,4,5,11,5,12,7,8,5,6,5,8,4,,6,7,6,,0,1,0,1,0,,1,1,1,2,1,2,1,,2,2,-1,,1,-1,1975,45,Media,Dx,10,11,11,7,9.75
2,4,2,2,2,1,2,1,,,,,,,,,,,1,0,1,0,,,,,0.5,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,2,4,2,2,2.5
5,6,8,7,6,9,9,9,,,,,,,,,,,5,8,8,8,,,,,7.25,,0,1,1,1,,,,,1,2,2,2,,,,,,,,,,,,,5,6,8,7,6.5
7,8,7,10,3,7,6,5,2,1964,2,5,2,8,6,12,12,12,2,6,5,4,5,,,,4.25,,0,1,0,0,0,,,,1,2,1,1,1,,,,3,,,,1964,56,Bassa,Cdx,7,8,7,10,8
5,6,9,5,8,6,11,6,1,1986,3,5,2,8,6,7,9,9,7,5,10,5,5,6,8,8,6.75,6.75,1,0,1,0,0,1,1,1,2,1,2,1,1,2,2,2,-2,1,-2,3,1986,34,Bassa,Cdx,5,6,9,5,6.25
10,7,11,2,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,10,7,11,2,7.5
9,9,9,7,1,1,3,1,2,1961,5,3,4,8,1,12,3,1,0,0,2,0,0,,2,0,0.5,,0,0,0,0,0,,0,0,0,0,1,0,0,,1,0,0,,0,0,1961,59,Media,Cdx,9,9,9,7,8.5
1,1,11,1,12,1,12,12,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,1,1,11,1,3.5
9,8,4,9,1,3,5,1,,,,,,,,,,,0,2,4,0,,,,,1.5,,0,0,0,0,,,,,0,1,1,0,,,,,,,,,,,,,9,8,4,9,7.5
1,1,1,12,1,1,11,1,2,1979,1,2,5,3,3,1,12,1,0,0,10,0,2,0,,0,2.5,,0,0,1,0,0,0,,0,0,0,2,0,1,0,,0,2,0,,0,1979,41,Media,Csx,1,1,1,,
1,1,11,1,1,1,1,1,2,1948,3,4,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,72,Bassa,Csx,1,1,11,1,3.5
6,3,7,9,6,6,8,6,1,1960,4,1,6,6,3,1,6,4,5,5,7,5,2,0,5,3,5.5,2.5,0,0,1,0,0,0,0,0,1,1,2,1,1,0,1,1,-3,-5,-2,-2,1960,60,Alta,C,6,3,7,9,6.25
6,1,1,7,1,1,1,1,1,1962,4,3,5,11,1,1,7,1,0,0,0,0,0,0,6,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,1962,58,Media,Dx,6,1,1,7,3.75
7,5,7,4,10,9,8,10,1,1958,3,1,4,12,6,5,7,6,9,8,7,9,5,4,6,5,8.25,5,1,1,1,1,0,0,1,0,2,2,2,2,1,1,2,1,-4,-4,-1,-4,1958,62,Media,,7,5,7,4,5.75
7,5,10,10,3,5,11,4,2,1966,2,1,2,8,1,4,7,1,2,4,10,3,0,3,6,0,4.75,2.25,0,0,1,0,0,0,1,0,1,1,2,1,0,1,2,0,-2,-1,-4,-3,1966,54,Bassa,Cdx,7,5,10,10,8
9,6,9,9,3,6,9,2,,,,,,,,,,,2,5,8,1,,,,,4,,0,0,1,0,,,,,1,1,2,1,,,,,,,,,,,,,9,6,9,9,8.25
9,9,9,9,11,11,11,11,2,1968,5,4,5,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1968,52,Media,Dx,9,9,9,9,9
7,7,5,7,7,2,8,3,2,1974,3,4,2,2,7,1,4,1,6,1,7,2,6,0,3,0,4,2.25,1,0,1,0,1,0,0,0,2,1,2,1,2,0,1,0,0,-1,-4,-2,1974,46,Bassa,Sx,7,7,5,7,6.5
9,11,9,11,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,9,11,9,11,10
7,6,5,6,2,3,3,3,2,1979,6,3,5,2,1,1,6,1,1,2,2,2,0,0,5,0,1.75,1.25,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-1,-2,3,-2,1979,41,Media,Sx,7,6,5,6,6
7,5,8,6,11,11,10,11,2,1971,2,4,9,,,,,,10,10,9,10,,,,,9.75,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,1971,49,Alta,,7,5,8,6,6.5
3,3,3,2,8,9,7,9,2,1959,2,3,3,12,12,6,12,12,7,8,6,8,,5,,,7.25,,1,1,1,1,,0,,,2,2,2,2,,1,,,,-3,,,1959,61,Media,,3,3,3,2,2.75
3,1,10,2,2,4,10,1,2,1963,1,1,5,13,2,4,12,1,1,3,9,0,1,3,,0,3.25,,0,0,1,0,0,0,,0,1,1,2,0,1,1,,0,0,0,,0,1963,57,Media,NC,3,1,10,2,4
8,8,8,8,3,5,7,8,,,,,,,,,,,2,4,6,7,,,,,4.75,,0,0,1,1,,,,,1,1,2,2,,,,,,,,,,,,,8,8,8,8,8
7,4,9,6,1,1,11,4,,,,,,,,,,,0,0,10,3,,,,,3.25,,0,0,1,0,,,,,0,0,2,1,,,,,,,,,,,,,7,4,9,6,6.5
9,9,10,8,10,9,9,9,2,1961,4,1,4,6,5,8,10,9,9,8,8,8,4,7,9,8,8.25,7,1,1,1,1,0,1,1,1,2,2,2,2,1,2,2,2,-5,-1,1,0,1961,59,Media,C,9,9,10,8,9
8,3,9,8,2,3,2,2,1,1961,3,2,5,,,,,,1,2,1,1,,,,,1.25,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,1961,59,Media,,8,3,9,8,7
5,4,5,5,6,5,7,7,1,1969,6,1,7,4,4,4,9,3,5,4,6,6,3,3,8,2,5.25,4,0,0,1,1,0,0,1,0,1,1,2,2,1,1,2,1,-2,-1,2,-4,1969,51,Alta,Csx,5,4,5,5,4.75
4,2,4,2,2,3,2,1,,,,,,,,,,,1,2,1,0,,,,,1,,0,0,0,0,,,,,1,1,1,0,,,,,,,,,,,,,4,2,4,2,3
9,9,7,10,1,1,1,1,1,1965,5,2,5,6,1,1,2,1,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1965,55,Media,C,9,9,7,10,8.75
6,7,9,9,3,2,10,4,,,,,,,,,,,2,1,9,3,,,,,3.75,,0,0,1,0,,,,,1,1,2,1,,,,,,,,,,,,,6,7,9,9,7.75
6,6,7,6,7,6,5,7,1,1973,5,2,9,10,5,9,5,5,6,5,4,6,4,8,4,4,5.25,5,1,0,0,1,0,1,0,0,2,1,1,2,1,2,1,1,-2,3,0,-2,1973,47,Alta,Dx,6,6,7,6,6.25
4,4,8,6,1,2,7,1,2,1948,5,2,5,8,1,1,7,1,0,1,6,0,0,0,6,0,1.75,1.5,0,0,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,-1,0,0,1948,72,Media,Cdx,4,4,8,6,5.5
11,11,8,11,1,1,2,1,1,1960,4,4,4,7,1,4,1,1,0,0,1,0,0,3,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,-1,0,1960,60,Media,Cdx,11,11,8,11,10.25
9,8,9,11,1,1,3,1,,,,,,,,,,,0,0,2,0,,,,,0.5,,0,0,0,0,,,,,0,0,1,0,,,,,,,,,,,,,9,8,9,11,9.25
7,5,4,11,5,5,5,5,,,,,,,,,,,4,4,4,4,,,,,4,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,7,5,4,11,6.75
9,9,6,9,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,9,9,6,9,8.25
1,7,7,1,2,1,9,8,,,,,,,,,,,1,0,8,7,,,,,4,,0,0,1,1,,,,,1,0,2,2,,,,,,,,,,,,,1,7,7,1,4
8,8,8,8,3,3,4,3,1,1957,3,1,5,,,,,,2,2,3,2,,,,,2.25,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,1957,63,Media,,8,8,8,8,8
1,1,8,3,1,1,1,1,1,1966,5,2,5,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,54,Media,C,1,1,8,3,3.25
1,8,12,4,6,1,2,1,2,1984,5,4,9,4,8,7,3,1,5,0,1,0,7,6,2,0,1.5,3.75,0,0,0,0,1,1,0,0,1,0,1,0,2,2,1,0,2,6,1,0,1984,36,Alta,Csx,1,8,,4,
11,6,11,11,1,1,5,5,2,1974,3,3,5,13,1,7,8,6,0,0,4,4,0,6,7,5,2,4.5,0,0,0,0,0,1,1,0,0,0,1,1,0,2,2,1,0,6,3,1,1974,46,Media,NC,11,6,11,11,9.75
6,6,6,6,2,2,9,9,2,1989,3,5,9,13,1,1,4,4,1,1,8,8,0,0,3,3,4.5,1.5,0,0,1,1,0,0,0,0,1,1,2,2,0,0,1,1,-1,-1,-5,-5,1989,31,Alta,NC,6,6,6,6,6
6,6,3,6,2,2,8,8,2,1956,3,5,9,12,1,1,6,1,1,1,7,7,0,0,5,0,4,1.25,0,0,1,1,0,0,0,0,1,1,2,2,0,0,1,0,-1,-1,-2,-7,1956,64,Alta,,6,6,3,6,5.25
1,1,11,1,5,4,4,5,2,1978,4,4,9,6,11,5,4,1,4,3,3,4,10,4,3,0,3.5,4.25,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,0,6,1,0,-4,1978,42,Alta,C,1,1,11,1,3.5
6,8,11,9,5,2,8,5,2,1984,6,3,10,4,3,3,5,1,4,1,7,4,2,2,4,0,4,2,0,0,1,0,0,0,0,0,1,1,2,1,1,1,1,0,-2,1,-3,-4,1984,36,Alta,Csx,6,8,11,9,8.5
1,1,1,1,12,12,12,12,1,1974,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,46,Bassa,,1,1,1,1,1
6,7,3,6,6,9,4,7,,,,,,,,,,,5,8,3,6,,,,,5.5,,0,1,0,1,,,,,1,2,1,2,,,,,,,,,,,,,6,7,3,6,5.5
1,1,6,1,1,7,8,2,2,1948,4,2,5,8,1,8,5,4,0,6,7,1,0,7,4,3,3.5,3.5,0,1,1,0,0,1,0,0,0,2,2,1,0,2,1,1,0,1,-3,2,1948,72,Media,Cdx,1,1,6,1,2.25
6,4,6,5,5,6,6,6,1,1970,6,1,8,8,2,3,8,4,4,5,5,5,1,2,7,3,4.75,3.25,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,-3,-3,2,-2,1970,50,Alta,Cdx,6,4,6,5,5.25
7,7,10,8,4,4,4,4,2,1968,3,1,4,6,2,2,2,1,3,3,3,3,1,1,1,0,3,0.75,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,-2,-2,-2,-3,1968,52,Media,C,7,7,10,8,8
2,7,3,2,10,10,10,10,2,1951,4,1,2,11,8,6,11,8,9,9,9,9,7,5,10,7,9,7.25,1,1,1,1,1,0,1,1,2,2,2,2,2,1,2,2,-2,-4,1,-2,1951,69,Bassa,Dx,2,7,3,2,3.5
12,2,1,1,1,3,1,1,2,1987,3,4,9,13,1,1,1,1,0,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,0,1987,33,Alta,NC,,2,1,1,
7,6,4,3,3,4,3,5,1,1977,3,2,5,3,3,6,2,9,2,3,2,4,2,5,1,8,2.75,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,2,-1,4,1977,43,Media,Csx,7,6,4,3,5
9,9,8,9,2,1,1,2,,,,,,,,,,,1,0,0,1,,,,,0.5,,0,0,0,0,,,,,1,0,0,1,,,,,,,,,,,,,9,9,8,9,8.75
2,1,1,1,4,4,4,1,,,,,,,,,,,3,3,3,0,,,,,2.25,,0,0,0,0,,,,,1,1,1,0,,,,,,,,,,,,,2,1,1,1,1.25
2,2,5,6,6,4,5,4,2,1969,6,4,5,4,1,1,12,1,5,3,4,3,0,0,,0,3.75,,0,0,0,0,0,0,,0,1,1,1,1,0,0,,0,-5,-3,,-3,1969,51,Media,Csx,2,2,5,6,3.75
4,3,1,4,11,11,11,11,2,1962,3,5,2,9,11,11,11,11,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1962,58,Bassa,Cdx,4,3,1,4,3
5,3,10,4,3,10,11,5,,,,,,,,,,,2,9,10,4,,,,,6.25,,0,1,1,0,,,,,1,2,2,1,,,,,,,,,,,,,5,3,10,4,5.5
5,7,8,8,3,4,3,2,1,1988,3,4,10,3,2,2,2,1,2,3,2,1,1,1,1,0,2,0.75,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,-1,-2,-1,-1,1988,32,Alta,Csx,5,7,8,8,7
4,2,8,2,8,10,11,3,2,1987,4,1,2,10,7,6,9,1,7,9,10,2,6,5,8,0,7,4.75,1,1,1,0,1,0,1,0,2,2,2,1,2,1,2,0,-1,-4,-2,-2,1987,33,Bassa,Dx,4,2,8,2,4
4,1,8,1,2,1,5,1,,,,,,,,,,,1,0,4,0,,,,,1.25,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,4,1,8,1,3.5
6,11,11,11,11,11,11,11,1,1959,4,1,4,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,1959,61,Media,Dx,6,11,11,11,9.75
1,1,11,1,11,11,11,11,1,1974,5,5,9,11,1,1,12,1,10,10,10,10,0,0,,0,10,,1,1,1,1,0,0,,0,2,2,2,2,0,0,,0,-10,-10,,-10,1974,46,Alta,Dx,1,1,11,1,3.5
12,12,12,12,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
10,3,3,6,9,8,7,8,1,1986,4,2,5,13,9,5,11,5,8,7,6,7,8,4,10,4,7,6.5,1,1,1,1,1,0,1,0,2,2,2,2,2,1,2,1,0,-3,4,-3,1986,34,Media,NC,10,3,3,6,5.5
9,9,10,9,1,1,12,1,1,1978,3,4,5,12,1,1,12,1,0,0,,0,0,0,,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1978,42,Media,,9,9,10,9,9.25
4,7,9,12,9,8,5,4,,,,,,,,,,,8,7,4,3,,,,,5.5,,1,1,0,0,,,,,2,2,1,1,,,,,,,,,,,,,4,7,9,,
6,7,6,6,5,5,5,6,2,1965,6,4,5,,,,,,4,4,4,5,,,,,4.25,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,1965,55,Media,,6,7,6,6,6.25
4,1,5,3,1,12,12,2,1,1968,6,3,5,4,1,1,1,1,0,,,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,,,1,0,0,0,0,0,,,-1,1968,52,Media,Csx,4,1,5,3,3.25
7,7,7,8,1,1,1,1,1,1978,3,1,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,42,Media,Csx,7,7,7,8,7.25
8,8,8,9,1,2,1,1,,,,,,,,,,,0,1,0,0,,,,,0.25,,0,0,0,0,,,,,0,1,0,0,,,,,,,,,,,,,8,8,8,9,8.25
8,11,11,11,1,1,1,1,1,1946,4,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,74,Bassa,Csx,8,11,11,11,10.25
12,4,10,12,2,1,3,1,1,1976,2,3,9,6,1,1,1,1,1,0,2,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,-2,0,1976,44,Alta,C,,4,10,,
7,9,6,10,4,7,6,7,1,1973,4,3,4,5,5,3,5,7,3,6,5,6,4,2,4,6,5,4,0,1,0,1,0,0,0,1,1,2,1,2,1,1,1,2,1,-4,-1,0,1973,47,Media,Csx,7,9,6,10,8
3,1,6,1,10,6,11,6,,,,,,,,,,,9,5,10,5,,,,,7.25,,1,0,1,0,,,,,2,1,2,1,,,,,,,,,,,,,3,1,6,1,2.75
11,11,6,11,6,2,12,9,1,1962,2,1,9,1,6,1,12,3,5,1,,8,5,0,,2,,,0,0,,1,0,0,,0,1,1,,2,1,0,,1,0,-1,,-6,1962,58,Alta,Sx,11,11,6,11,9.75
9,8,7,11,2,2,6,3,,,,,,,,,,,1,1,5,2,,,,,2.25,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,9,8,7,11,8.75
